Exterior Color,Interior Color,Engine,Transmission,DriveTrain,City MPG,HWY MPG,Combine MPG,HorsePower,Max Towing,Seats,Price
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Ice Silver Metallic,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Magnetite Gray Metallic,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Autumn Green Metallic,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Ice Silver Metallic,Titanium Gray cloth,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Ice Silver Metallic,Black premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Autumn Green Metallic,Warm Ivory leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Crystal White Pearl,Gray StarTex leatherette,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Crimson Red Pearl,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Ice Silver Metallic,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Magnetite Gray Metallic,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Sapphire Blue,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Gravity Gray,Black leatherette,gas,automatic,all wheel drive,25,27,26,195,,5,30000-40000
Ice Silver Metallic,,gas,automatic,all wheel drive,27,35,30,182,,5,30000-40000
Offshore Blue Metallic,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Horizon Blue Pearl,,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Offshore Blue Metallic,,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Crystal White Pearl,,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Ice Silver Metallic,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Magnetite Gray Metallic,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Autumn Green Metallic,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Ice Silver Metallic,Titanium Gray cloth,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Ice Silver Metallic,Black premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Autumn Green Metallic,Warm Ivory leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Crystal White Pearl,Gray StarTex leatherette,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Crimson Red Pearl,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Ice Silver Metallic,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Magnetite Gray Metallic,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Sapphire Blue,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Gravity Gray,Black leatherette,gas,automatic,all wheel drive,25,27,26,195,,5,30000-40000
Ice Silver Metallic,,gas,automatic,all wheel drive,27,35,30,182,,5,30000-40000
Offshore Blue Metallic,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Horizon Blue Pearl,,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Offshore Blue Metallic,,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Crystal White Pearl,,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Ice Silver Metallic,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Magnetite Gray Metallic,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Autumn Green Metallic,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Ice Silver Metallic,Titanium Gray cloth,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Ice Silver Metallic,Black premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Autumn Green Metallic,Warm Ivory leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Crystal White Pearl,Gray StarTex leatherette,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Crimson Red Pearl,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Ice Silver Metallic,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Magnetite Gray Metallic,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Sapphire Blue,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Gravity Gray,Black leatherette,gas,automatic,all wheel drive,25,27,26,195,,5,30000-40000
Ice Silver Metallic,,gas,automatic,all wheel drive,27,35,30,182,,5,30000-40000
Offshore Blue Metallic,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Horizon Blue Pearl,,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Offshore Blue Metallic,,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Crystal White Pearl,,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Ice Silver Metallic,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Magnetite Gray Metallic,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Autumn Green Metallic,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Ice Silver Metallic,Titanium Gray cloth,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Ice Silver Metallic,Black premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Autumn Green Metallic,Warm Ivory leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Crystal White Pearl,Gray StarTex leatherette,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Crimson Red Pearl,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Ice Silver Metallic,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Magnetite Gray Metallic,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Sapphire Blue,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Gravity Gray,Black leatherette,gas,automatic,all wheel drive,25,27,26,195,,5,30000-40000
Ice Silver Metallic,,gas,automatic,all wheel drive,27,35,30,182,,5,30000-40000
Offshore Blue Metallic,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Horizon Blue Pearl,,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Offshore Blue Metallic,,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Crystal White Pearl,,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Ice Silver Metallic,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Magnetite Gray Metallic,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Autumn Green Metallic,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Ice Silver Metallic,Titanium Gray cloth,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Ice Silver Metallic,Black premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Autumn Green Metallic,Warm Ivory leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Crystal White Pearl,Gray StarTex leatherette,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Crimson Red Pearl,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Ice Silver Metallic,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Magnetite Gray Metallic,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Sapphire Blue,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Gravity Gray,Black leatherette,gas,automatic,all wheel drive,25,27,26,195,,5,30000-40000
Ice Silver Metallic,,gas,automatic,all wheel drive,27,35,30,182,,5,30000-40000
Offshore Blue Metallic,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Horizon Blue Pearl,,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Offshore Blue Metallic,,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Crystal White Pearl,,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Ice Silver Metallic,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Magnetite Gray Metallic,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Autumn Green Metallic,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Ice Silver Metallic,Titanium Gray cloth,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Ice Silver Metallic,Black premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Autumn Green Metallic,Warm Ivory leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Crystal White Pearl,Gray StarTex leatherette,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Crimson Red Pearl,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Ice Silver Metallic,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Magnetite Gray Metallic,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Sapphire Blue,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Gravity Gray,Black leatherette,gas,automatic,all wheel drive,25,27,26,195,,5,30000-40000
Ice Silver Metallic,,gas,automatic,all wheel drive,27,35,30,182,,5,30000-40000
Offshore Blue Metallic,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Horizon Blue Pearl,,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Offshore Blue Metallic,,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Crystal White Pearl,,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Ice Silver Metallic,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Magnetite Gray Metallic,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Autumn Green Metallic,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Ice Silver Metallic,Titanium Gray cloth,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Ice Silver Metallic,Black premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Autumn Green Metallic,Warm Ivory leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Crystal White Pearl,Gray StarTex leatherette,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Crimson Red Pearl,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Ice Silver Metallic,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Magnetite Gray Metallic,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Sapphire Blue,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Gravity Gray,Black leatherette,gas,automatic,all wheel drive,25,27,26,195,,5,30000-40000
Ice Silver Metallic,,gas,automatic,all wheel drive,27,35,30,182,,5,30000-40000
Offshore Blue Metallic,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Horizon Blue Pearl,,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Offshore Blue Metallic,,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Crystal White Pearl,,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Ice Silver Metallic,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Magnetite Gray Metallic,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Autumn Green Metallic,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Ice Silver Metallic,Titanium Gray cloth,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Ice Silver Metallic,Black premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Autumn Green Metallic,Warm Ivory leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Crystal White Pearl,Gray StarTex leatherette,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Crimson Red Pearl,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Ice Silver Metallic,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Magnetite Gray Metallic,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Sapphire Blue,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Gravity Gray,Black leatherette,gas,automatic,all wheel drive,25,27,26,195,,5,30000-40000
Ice Silver Metallic,,gas,automatic,all wheel drive,27,35,30,182,,5,30000-40000
Offshore Blue Metallic,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Horizon Blue Pearl,,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Offshore Blue Metallic,,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Crystal White Pearl,,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Ice Silver Metallic,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Magnetite Gray Metallic,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Autumn Green Metallic,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Ice Silver Metallic,Titanium Gray cloth,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Ice Silver Metallic,Black premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Autumn Green Metallic,Warm Ivory leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Crystal White Pearl,Gray StarTex leatherette,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Crystal White Pearl,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Crimson Red Pearl,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Ice Silver Metallic,Slate Black leather,gas,automatic,all wheel drive,26,32,28,182,2700,5,30000-40000
Magnetite Gray Metallic,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Sapphire Blue,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Gravity Gray,Black leatherette,gas,automatic,all wheel drive,25,27,26,195,,5,30000-40000
Ice Silver Metallic,,gas,automatic,all wheel drive,27,35,30,182,,5,30000-40000
Offshore Blue Metallic,Gray premium cloth,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Horizon Blue Pearl,,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
Offshore Blue Metallic,,gas,automatic,all wheel drive,37,34,29,152,1500,5,30000-40000
